"rgn_id","product","year","gapfilled","method"
1,"seaweeds",2001,0,NA
2,"seaweeds",2001,0,NA
3,"seaweeds",2001,0,NA
4,"seaweeds",2001,0,NA
5,"seaweeds",2001,0,NA
6,"seaweeds",2001,0,NA
7,"seaweeds",2001,0,NA
8,"seaweeds",2001,0,NA
1,"seaweeds",2002,0,NA
2,"seaweeds",2002,0,NA
3,"seaweeds",2002,0,NA
4,"seaweeds",2002,0,NA
5,"seaweeds",2002,0,NA
6,"seaweeds",2002,0,NA
7,"seaweeds",2002,0,NA
8,"seaweeds",2002,0,NA
1,"seaweeds",2003,0,NA
2,"seaweeds",2003,0,NA
3,"seaweeds",2003,0,NA
4,"seaweeds",2003,0,NA
5,"seaweeds",2003,0,NA
6,"seaweeds",2003,0,NA
7,"seaweeds",2003,0,NA
8,"seaweeds",2003,0,NA
1,"seaweeds",2004,0,NA
2,"seaweeds",2004,0,NA
3,"seaweeds",2004,0,NA
4,"seaweeds",2004,0,NA
5,"seaweeds",2004,0,NA
6,"seaweeds",2004,0,NA
7,"seaweeds",2004,0,NA
8,"seaweeds",2004,0,NA
1,"seaweeds",2005,0,NA
2,"seaweeds",2005,0,NA
3,"seaweeds",2005,0,NA
4,"seaweeds",2005,0,NA
5,"seaweeds",2005,0,NA
6,"seaweeds",2005,0,NA
7,"seaweeds",2005,0,NA
8,"seaweeds",2005,0,NA
1,"seaweeds",2006,0,NA
2,"seaweeds",2006,0,NA
3,"seaweeds",2006,0,NA
4,"seaweeds",2006,0,NA
5,"seaweeds",2006,0,NA
6,"seaweeds",2006,0,NA
7,"seaweeds",2006,0,NA
8,"seaweeds",2006,0,NA
1,"seaweeds",2007,0,NA
2,"seaweeds",2007,0,NA
3,"seaweeds",2007,0,NA
4,"seaweeds",2007,0,NA
5,"seaweeds",2007,0,NA
6,"seaweeds",2007,0,NA
7,"seaweeds",2007,0,NA
8,"seaweeds",2007,0,NA
1,"seaweeds",2008,0,NA
2,"seaweeds",2008,0,NA
3,"seaweeds",2008,0,NA
4,"seaweeds",2008,0,NA
5,"seaweeds",2008,0,NA
6,"seaweeds",2008,0,NA
7,"seaweeds",2008,0,NA
8,"seaweeds",2008,0,NA
1,"seaweeds",2009,0,NA
2,"seaweeds",2009,0,NA
3,"seaweeds",2009,0,NA
4,"seaweeds",2009,0,NA
5,"seaweeds",2009,0,NA
6,"seaweeds",2009,0,NA
7,"seaweeds",2009,0,NA
8,"seaweeds",2009,0,NA
1,"seaweeds",2010,0,NA
2,"seaweeds",2010,0,NA
3,"seaweeds",2010,0,NA
4,"seaweeds",2010,0,NA
5,"seaweeds",2010,0,NA
6,"seaweeds",2010,0,NA
7,"seaweeds",2010,0,NA
8,"seaweeds",2010,0,NA
1,"seaweeds",2011,0,NA
2,"seaweeds",2011,0,NA
3,"seaweeds",2011,0,NA
4,"seaweeds",2011,0,NA
5,"seaweeds",2011,0,NA
6,"seaweeds",2011,0,NA
7,"seaweeds",2011,0,NA
8,"seaweeds",2011,0,NA
1,"seaweeds",2012,0,NA
2,"seaweeds",2012,0,NA
3,"seaweeds",2012,0,NA
4,"seaweeds",2012,0,NA
5,"seaweeds",2012,0,NA
6,"seaweeds",2012,0,NA
7,"seaweeds",2012,0,NA
8,"seaweeds",2012,0,NA
1,"seaweeds",2013,0,NA
2,"seaweeds",2013,0,NA
3,"seaweeds",2013,0,NA
4,"seaweeds",2013,0,NA
5,"seaweeds",2013,0,NA
6,"seaweeds",2013,0,NA
7,"seaweeds",2013,0,NA
8,"seaweeds",2013,0,NA
1,"seaweeds",2014,0,NA
2,"seaweeds",2014,0,NA
3,"seaweeds",2014,0,NA
4,"seaweeds",2014,0,NA
5,"seaweeds",2014,0,NA
6,"seaweeds",2014,0,NA
7,"seaweeds",2014,0,NA
8,"seaweeds",2014,0,NA
1,"seaweeds",2015,0,NA
2,"seaweeds",2015,0,NA
